image,anquito,apio,berenjena,cebolla,cebolla morada,choclo,coliflor,huevo,lechuga,papa,pimiento amarillo,pimiento rojo,pimiento verde,remolacha
imagen_117.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0
imagen_1309.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0
imagen_1314.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0
imagen_1320.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0
imagen_1327.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0
imagen_1336.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0
imagen_199.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0
imagen_201.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0
imagen_2075.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0
imagen_2077.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0
imagen_2078.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0
imagen_2082.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0
imagen_2083.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0
imagen_2084.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0
imagen_2087.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0
imagen_2089.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0
imagen_2091.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0
imagen_2094.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0
imagen_2099.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0
imagen_2100.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0
imagen_2103.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0
imagen_2104.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0
imagen_2105.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0
imagen_2113.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0
imagen_2155.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0
imagen_2165.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0
imagen_200.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0
imagen_202.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0
imagen_204.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0
imagen_208.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0
imagen_210.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0
imagen_307.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0
imagen_2076.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0
imagen_2088.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0
imagen_2093.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0
imagen_2095.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0
imagen_2096.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0
imagen_2106.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0
imagen_2115.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0
imagen_2116.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0
imagen_2119.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0
imagen_2120.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0
imagen_2124.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0
imagen_2125.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0
imagen_2126.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0
imagen_2159.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0
imagen_93.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0
imagen_97.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0
imagen_98.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0
imagen_309.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0
imagen_311.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0
imagen_316.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0
imagen_317.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0
imagen_318.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0
imagen_1112.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0
imagen_1113.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0
imagen_1115.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0
imagen_1121.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0
imagen_1123.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0
imagen_1127.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0
imagen_1134.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0
imagen_1141.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0
imagen_1159.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0
imagen_1173.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0
imagen_1185.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0
imagen_1186.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0
imagen_69.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0
imagen_70.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0
imagen_71.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0
imagen_72.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0
imagen_73.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0
imagen_75.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0
imagen_76.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0
imagen_77.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0
imagen_945.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0
imagen_946.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0
imagen_947.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0
imagen_952.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0
imagen_954.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0
imagen_955.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0
imagen_958.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0
imagen_966.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0
imagen_967.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0
imagen_977.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0
imagen_988.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0
imagen_999.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0
imagen_181.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0
imagen_182.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0
imagen_184.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0
imagen_186.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0
imagen_1894.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0
imagen_1899.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0
imagen_1901.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0
imagen_1910.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0
imagen_1911.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0
imagen_1913.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0
imagen_1915.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0
imagen_1918.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0
imagen_1922.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0
imagen_1924.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0
imagen_1925.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0
imagen_1929.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0
imagen_1930.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0
imagen_1933.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0
imagen_1936.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0
imagen_1937.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0
imagen_269.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0
imagen_2691.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0
imagen_2711.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0
imagen_2712.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0
imagen_2721.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0
imagen_2724.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0
imagen_2725.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0
imagen_2729.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0
imagen_2730.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0
imagen_2731.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0
imagen_2734.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0
imagen_2736.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0
imagen_2739.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0
imagen_2743.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0
imagen_2745.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0
imagen_2746.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0
imagen_2748.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0
imagen_2755.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0
imagen_2758.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0
imagen_2759.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0
imagen_4.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0
imagen_5.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0
imagen_31.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0
imagen_219.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0
imagen_220.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0
imagen_222.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0
imagen_804.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0
imagen_810.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0
imagen_837.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0
imagen_1660.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0
imagen_1663.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0
imagen_1666.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0
imagen_1669.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0
imagen_1677.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0
imagen_1682.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0
imagen_1683.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0
imagen_1700.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0
imagen_1705.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0
imagen_1707.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0
imagen_1713.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0
imagen_593.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0
imagen_609.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0
imagen_632.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0
imagen_776.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0
imagen_790.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0
imagen_792.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0
imagen_794.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0
imagen_799.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0
imagen_802.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0
imagen_808.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0
imagen_811.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0
imagen_831.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0
imagen_845.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0
imagen_854.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0
imagen_2244.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0
imagen_2251.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0
imagen_2269.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0
imagen_2287.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0
imagen_2313.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0
imagen_2319.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0
imagen_51.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0
imagen_54.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0
imagen_612.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0
imagen_616.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0
imagen_623.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0
imagen_624.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0
imagen_627.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0
imagen_629.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0
imagen_631.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0
imagen_650.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0
imagen_652.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0
imagen_656.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0
imagen_659.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0
imagen_673.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0
imagen_775.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0
imagen_778.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0
imagen_784.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0
imagen_786.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0
imagen_796.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0
imagen_797.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0
re1.jpeg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
re2.jpeg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
re3.jpeg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
re4.jpeg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
re5.jpeg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
re6.jpeg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
re7.jpeg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
re8.jpeg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
re9.jpeg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
re10.jpeg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
re11.jpeg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
re12.jpeg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
imagen_24.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
imagen_505.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
imagen_512.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
imagen_517.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
imagen_532.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
imagen_542.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
imagen_544.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
imagen_547.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hu1.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hu2.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hu3.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hu4.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hu5.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hu6.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hu7.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hu8.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hu9.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hu10.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hu11.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hu12.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hu13.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hu14.png,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hu15.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hu16.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hu17.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hu18.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hu19.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hu20.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,0,0
